Claim_ID,SKU,Failed_Component,Claim_Date,Days_In_Service,Repair_Cost,Resolution,Failure_Symptom
WC-00291,TAB-VOR-0008,Touch Display,2025-06-15,132,121.56,Pending,Cracked/damaged
WC-00292,LAP-EMB-0020,Motherboard,2025-08-07,443,240.74,Pending,Cracked/damaged
WC-00293,PHN-ZEN-0018,Logic Board,2024-09-13,409,214.96,Pending,Won't power on
WC-00294,LAP-VOR-0009,Cooling Fan,2025-05-26,591,39.03,Repaired,Won't power on
WC-00295,WCH-ZEN-0018,Logic Board,2024-12-20,320,115.25,Repaired,Battery drains fast
WC-00296,LAP-VOR-0010,Battery,2026-03-10,320,86.56,Replaced,Won't power on
WC-00297,TAB-NIM-0020,Touch Display,2026-01-19,82,103.64,Replaced,Malfunctioning
WC-00298,PHN-VOR-0007,Charging Port,2024-06-05,956,41.63,Refunded,Random shutdowns
WC-00299,LAP-EMB-0003,Display Panel,2024-05-25,581,127.37,Replaced,Won't power on
WC-00300,LAP-ZEN-0030,Webcam Module,2024-03-21,513,49.83,Pending,Not charging
WC-00301,LAP-VOR-0016,Keyboard Assembly,2025-01-15,471,60.29,Pending,Overheating
WC-00302,EAR-SOL-0003,Speaker Driver,2024-06-12,850,48.97,Refunded,Overheating
WC-00303,LAP-SOL-0015,Motherboard,2025-09-02,746,377.53,Replaced,Unresponsive
WC-00304,LAP-VOR-0016,Keyboard Assembly,2024-11-06,386,60.79,Replaced,Cracked/damaged
WC-00305,LAP-NIM-0025,Keyboard Assembly,2025-01-28,251,76.97,Replaced,Battery drains fast
WC-00306,LAP-NIM-0004,Cooling Fan,2025-12-08,904,48.09,Refunded,Not charging
WC-00307,WCH-SOL-0002,Logic Board,2025-05-26,252,94.15,Repaired,Cracked/damaged
WC-00308,WCH-VOR-0017,Sensor Module,2025-07-28,793,50.27,Pending,Random shutdowns
WC-00309,WCH-ORB-0014,Logic Board,2026-06-05,25,90.68,Pending,Cracked/damaged
WC-00310,PHN-VOR-0007,Logic Board,2025-05-24,228,149.17,Repaired,Battery drains fast
WC-00311,PHN-EMB-0013,Camera Module,2024-02-07,495,113.32,Pending,Won't power on
WC-00312,LAP-ZEN-0013,Motherboard,2025-12-12,280,211.06,Repaired,Battery drains fast
WC-00313,WCH-ZEN-0012,Logic Board,2026-03-31,765,156.44,Refunded,Battery drains fast
WC-00314,PHN-ZEN-0023,Logic Board,2025-09-04,203,242.59,Refunded,Malfunctioning
WC-00315,LAP-SOL-0029,Keyboard Assembly,2024-12-17,37,54.05,Repaired,Overheating
WC-00316,PHN-VOR-0029,Battery,2024-06-26,438,56.82,Repaired,Random shutdowns
WC-00317,EAR-VOR-0007,Battery,2024-11-06,272,34.55,Pending,Not charging
WC-00318,WCH-ORB-0014,Logic Board,2026-02-22,782,100.15,Refunded,Not charging
WC-00319,LAP-ZEN-0026,Motherboard,2025-11-05,987,278.79,Repaired,Cracked/damaged
WC-00320,EAR-SOL-0012,Battery,2024-08-22,343,42.95,Refunded,Cracked/damaged
WC-00321,TAB-SOL-0016,Logic Board,2024-01-25,762,180.35,Replaced,Not charging
WC-00322,EAR-ORB-0013,Battery,2024-05-20,232,33.18,Refunded,Random shutdowns
WC-00323,PHN-NIM-0026,OLED Display,2025-06-04,199,238.55,Pending,Battery drains fast
WC-00324,PHN-EMB-0033,Logic Board,2024-11-08,389,463.71,Replaced,Cracked/damaged
WC-00325,TAB-ZEN-0005,Charging Port,2025-03-06,955,37.09,Repaired,Battery drains fast
WC-00326,LAP-ZEN-0030,Webcam Module,2025-05-25,352,38.72,Refunded,Random shutdowns
WC-00327,LAP-ORB-0001,SSD Storage,2024-08-29,962,163.26,Repaired,Unresponsive
WC-00328,EAR-SOL-0012,Bluetooth Chip,2024-05-13,563,41.91,Pending,Cracked/damaged
WC-00329,WCH-VOR-0008,Logic Board,2025-11-12,74,119.78,Pending,Battery drains fast
WC-00330,WCH-SOL-0004,Battery,2024-07-11,61,31.62,Refunded,Cracked/damaged
WC-00331,LAP-VOR-0035,Motherboard,2024-04-30,512,217.53,Repaired,Random shutdowns
WC-00332,LAP-EMB-0020,Cooling Fan,2025-06-13,652,36.4,Refunded,Unresponsive
WC-00333,TAB-SOL-0014,Touch Display,2025-08-19,798,88.11,Pending,Cracked/damaged
WC-00334,WCH-EMB-0015,Strap/Band,2026-03-15,422,43.72,Replaced,Battery drains fast
WC-00335,PHN-ORB-0031,Logic Board,2025-05-15,220,276.75,Replaced,Battery drains fast
WC-00336,WCH-EMB-0010,Battery,2026-03-03,782,44.55,Refunded,Overheating
WC-00337,LAP-ZEN-0014,Keyboard Assembly,2024-04-14,210,96.71,Refunded,Cracked/damaged
WC-00338,LAP-SOL-0017,Webcam Module,2025-12-02,95,47.98,Replaced,Not charging
WC-00339,LAP-VOR-0018,SSD Storage,2025-10-02,408,276.54,Refunded,Cracked/damaged
WC-00340,LAP-ORB-0024,Keyboard Assembly,2024-11-04,849,56.37,Pending,Overheating
WC-00341,LAP-VOR-0010,Motherboard,2024-03-22,224,510.48,Pending,Unresponsive
WC-00342,LAP-SOL-0015,Display Panel,2026-01-14,984,235.12,Replaced,Overheating
WC-00343,PHN-EMB-0022,Speaker Unit,2024-01-17,554,31.63,Refunded,Not charging
WC-00344,TAB-ORB-0012,Touch Display,2024-01-30,435,165.39,Replaced,Not charging
WC-00345,LAP-NIM-0012,Motherboard,2024-05-19,487,484.7,Repaired,Unresponsive
WC-00346,EAR-ORB-0013,Speaker Driver,2024-05-30,43,40.24,Refunded,Overheating
WC-00347,LAP-SOL-0029,RAM Module,2025-05-13,438,167.75,Pending,Malfunctioning
WC-00348,WCH-SOL-0004,Sensor Module,2025-12-15,73,53.41,Pending,Won't power on
WC-00349,LAP-VOR-0016,Webcam Module,2025-02-18,727,46.72,Repaired,Overheating
WC-00350,PHN-EMB-0009,Logic Board,2026-03-07,539,243.26,Pending,Not charging
WC-00351,LAP-SOL-0011,Motherboard,2024-09-29,102,166.66,Refunded,Random shutdowns
WC-00352,LAP-ORB-0005,Cooling Fan,2026-05-21,538,42.19,Repaired,Overheating
WC-00353,WCH-ZEN-0007,Logic Board,2024-01-17,109,112.15,Replaced,Won't power on
WC-00354,WCH-ZEN-0007,Battery,2025-03-04,200,51.81,Pending,Unresponsive
WC-00355,TAB-ORB-0003,Battery,2026-02-15,432,62.5,Repaired,Overheating
WC-00356,PHN-EMB-0033,OLED Display,2025-07-22,712,263.14,Repaired,Won't power on
WC-00357,LAP-NIM-0012,Battery,2024-12-18,583,109.37,Replaced,Unresponsive
WC-00358,EAR-ORB-0016,Bluetooth Chip,2025-03-27,124,39.16,Refunded,Overheating
WC-00359,EAR-ORB-0016,Battery,2025-12-01,678,27.3,Replaced,Battery drains fast
WC-00360,WCH-VOR-0017,Battery,2025-08-14,790,35.62,Refunded,Malfunctioning
WC-00361,TAB-EMB-0006,Charging Port,2025-10-05,446,31.21,Refunded,Malfunctioning
WC-00362,LAP-VOR-0016,Motherboard,2024-05-30,452,165.32,Replaced,Battery drains fast
WC-00363,LAP-EMB-0033,Motherboard,2024-01-18,346,230.25,Pending,Overheating
WC-00364,LAP-NIM-0002,Motherboard,2025-08-29,137,211.25,Replaced,Overheating
WC-00365,WCH-NIM-0001,Strap/Band,2026-06-13,67,42.77,Pending,Cracked/damaged
WC-00366,LAP-EMB-0020,Battery,2024-02-29,945,190.36,Repaired,Battery drains fast
WC-00367,WCH-SOL-0004,Display,2024-09-17,860,96.5,Pending,Battery drains fast
WC-00368,PHN-EMB-0033,OLED Display,2025-01-31,134,203.6,Refunded,Random shutdowns
WC-00369,TAB-NIM-0020,Battery,2024-12-23,622,74.9,Pending,Overheating
WC-00370,PHN-NIM-0021,Charging Port,2024-03-02,449,32.62,Pending,Battery drains fast
WC-00371,TAB-ORB-0024,Touch Display,2026-03-18,927,127.78,Repaired,Random shutdowns
WC-00372,EAR-VOR-0007,Battery,2025-12-13,617,28.5,Replaced,Unresponsive
WC-00373,EAR-VOR-0007,Battery,2025-03-26,365,44.68,Replaced,Battery drains fast
WC-00374,WCH-VOR-0013,Battery,2025-09-18,847,72.78,Refunded,Random shutdowns
WC-00375,LAP-SOL-0015,Motherboard,2024-12-01,907,357.21,Pending,Overheating
WC-00376,LAP-ZEN-0013,Display Panel,2025-10-15,527,182.22,Replaced,Cracked/damaged
WC-00377,WCH-VOR-0008,Battery,2025-07-27,225,26.38,Repaired,Not charging
WC-00378,TAB-EMB-0011,Charging Port,2024-09-17,949,27.39,Repaired,Not charging
WC-00379,PHN-SOL-0035,Logic Board,2024-09-25,733,368.46,Repaired,Unresponsive
WC-00380,WCH-ZEN-0012,Logic Board,2025-03-30,149,174.47,Repaired,Malfunctioning
WC-00381,PHN-VOR-0019,Camera Module,2026-04-18,792,59.35,Pending,Overheating
WC-00382,PHN-ORB-0004,Logic Board,2026-03-03,388,373.93,Refunded,Overheating
WC-00383,PHN-ORB-0014,Battery,2025-06-21,356,88.94,Refunded,Overheating
WC-00384,EAR-ZEN-0004,Battery,2024-05-11,921,52.16,Pending,Unresponsive
WC-00385,LAP-EMB-0020,Display Panel,2024-05-20,196,238.36,Refunded,Won't power on
WC-00386,WCH-ZEN-0007,Logic Board,2025-11-20,742,143.23,Refunded,Random shutdowns
WC-00387,PHN-VOR-0032,Logic Board,2024-08-04,126,471.99,Refunded,Unresponsive
WC-00388,LAP-VOR-0035,Motherboard,2024-10-25,859,238.98,Replaced,Random shutdowns
WC-00389,TAB-VOR-0017,Charging Port,2025-08-09,60,36.8,Replaced,Malfunctioning
WC-00390,LAP-VOR-0016,Cooling Fan,2024-07-16,262,56.13,Refunded,Battery drains fast
WC-00391,PHN-ZEN-0023,Battery,2024-02-17,883,43.72,Replaced,Malfunctioning
WC-00392,PHN-NIM-0036,Camera Module,2025-10-30,813,129.98,Refunded,Random shutdowns
WC-00393,TAB-EMB-0011,Logic Board,2026-02-03,218,423.03,Refunded,Not charging
WC-00394,PHN-VOR-0020,Battery,2024-10-07,294,56.85,Replaced,Random shutdowns
WC-00395,EAR-ORB-0015,Battery,2025-09-19,406,19.23,Pending,Cracked/damaged
WC-00396,PHN-NIM-0008,Charging Port,2024-10-02,268,46.02,Refunded,Overheating
WC-00397,LAP-SOL-0011,Webcam Module,2025-08-14,910,44.21,Replaced,Unresponsive
WC-00398,LAP-ORB-0036,Motherboard,2025-01-11,541,175.87,Pending,Battery drains fast
WC-00399,PHN-SOL-0030,Logic Board,2024-06-18,57,350.95,Refunded,Overheating
WC-00400,LAP-SOL-0019,Webcam Module,2024-01-27,631,27.4,Refunded,Not charging
WC-00401,PHN-EMB-0005,Logic Board,2026-04-19,886,508.64,Repaired,Malfunctioning
WC-00402,LAP-ZEN-0031,Battery,2025-10-26,174,109.55,Repaired,Overheating
WC-00403,PHN-SOL-0025,Logic Board,2025-04-04,183,441.26,Refunded,Malfunctioning
WC-00404,PHN-VOR-0029,OLED Display,2024-05-18,579,85.15,Refunded,Random shutdowns
WC-00405,WCH-ZEN-0018,Display,2025-06-25,352,76.45,Replaced,Random shutdowns
WC-00406,PHN-VOR-0032,Camera Module,2025-08-04,276,93.63,Refunded,Cracked/damaged
WC-00407,PHN-EMB-0015,Logic Board,2026-06-03,432,262.62,Repaired,Malfunctioning
WC-00408,PHN-VOR-0007,OLED Display,2026-03-26,985,351.64,Repaired,Not charging
WC-00409,PHN-ZEN-0012,Battery,2025-12-10,142,40.84,Repaired,Battery drains fast
WC-00410,LAP-SOL-0019,Cooling Fan,2025-04-16,683,36.23,Refunded,Random shutdowns
WC-00411,LAP-SOL-0019,Motherboard,2026-02-02,337,210.73,Pending,Cracked/damaged
WC-00412,PHN-EMB-0009,Charging Port,2026-02-17,582,35.74,Refunded,Overheating
WC-00413,PHN-EMB-0009,Logic Board,2024-03-13,835,316.57,Repaired,Malfunctioning
WC-00414,LAP-EMB-0021,Battery,2024-02-10,56,158.68,Repaired,Malfunctioning
WC-00415,WCH-EMB-0010,Logic Board,2025-07-24,566,116.05,Replaced,Overheating
WC-00416,LAP-ZEN-0013,Motherboard,2025-11-19,467,272.98,Replaced,Unresponsive
WC-00417,PHN-NIM-0036,Logic Board,2024-02-22,245,138.01,Repaired,Malfunctioning
WC-00418,WCH-NIM-0011,Logic Board,2025-06-28,916,145.05,Pending,Battery drains fast
WC-00419,WCH-NIM-0001,Display,2026-04-08,299,84.44,Repaired,Cracked/damaged
WC-00420,EAR-ZEN-0005,Charging Case,2024-11-07,587,54.75,Replaced,Cracked/damaged
WC-00421,EAR-ORB-0013,Speaker Driver,2025-03-22,917,34.28,Repaired,Cracked/damaged
WC-00422,LAP-SOL-0011,Display Panel,2025-10-28,22,320.97,Pending,Overheating
WC-00423,PHN-SOL-0025,Logic Board,2024-01-10,360,472.03,Pending,Cracked/damaged
WC-00424,LAP-ORB-0001,Battery,2025-08-03,43,134.49,Replaced,Battery drains fast
WC-00425,LAP-SOL-0011,Motherboard,2024-03-19,105,208.63,Refunded,Battery drains fast
WC-00426,EAR-ORB-0016,Charging Case,2025-10-25,95,45.46,Pending,Not charging
WC-00427,WCH-VOR-0008,Logic Board,2025-06-27,632,147.87,Repaired,Malfunctioning
WC-00428,PHN-NIM-0024,Logic Board,2024-03-18,438,210.04,Repaired,Malfunctioning
WC-00429,LAP-SOL-0007,Cooling Fan,2025-11-13,869,34.4,Repaired,Unresponsive
WC-00430,WCH-SOL-0004,Battery,2024-12-15,38,34.76,Replaced,Malfunctioning
WC-00431,PHN-EMB-0022,Battery,2024-11-03,956,93.48,Refunded,Overheating
WC-00432,LAP-EMB-0008,Webcam Module,2025-04-27,480,24.3,Replaced,Random shutdowns
WC-00433,WCH-NIM-0011,Strap/Band,2025-04-22,985,26.75,Replaced,Battery drains fast
WC-00434,PHN-VOR-0020,Camera Module,2026-06-07,194,53.61,Replaced,Cracked/damaged
WC-00435,TAB-ORB-0024,Logic Board,2024-01-07,610,178.61,Replaced,Cracked/damaged
WC-00436,WCH-ZEN-0007,Logic Board,2024-12-04,945,159.62,Repaired,Overheating
WC-00437,EAR-ZEN-0005,Charging Case,2026-03-20,38,62.09,Replaced,Battery drains fast
WC-00438,TAB-ZEN-0005,Touch Display,2025-07-09,765,82.38,Replaced,Won't power on
WC-00439,PHN-VOR-0007,Battery,2025-01-17,235,104.47,Refunded,Not charging
WC-00440,EAR-SOL-0012,Battery,2025-07-01,41,30.96,Refunded,Random shutdowns
WC-00441,LAP-NIM-0004,Battery,2025-08-14,584,177.14,Refunded,Won't power on
WC-00442,PHN-ORB-0004,Logic Board,2024-12-20,441,187.33,Replaced,Cracked/damaged
WC-00443,PHN-NIM-0008,Charging Port,2024-02-20,610,32.57,Pending,Random shutdowns
WC-00444,EAR-VOR-0007,Bluetooth Chip,2025-08-31,957,31.18,Refunded,Cracked/damaged
WC-00445,PHN-VOR-0029,Charging Port,2024-04-10,162,47.64,Pending,Battery drains fast
WC-00446,EAR-VOR-0009,Charging Case,2026-03-24,256,50.33,Refunded,Cracked/damaged
WC-00447,LAP-ORB-0028,Battery,2026-04-19,762,105.64,Refunded,Malfunctioning
WC-00448,EAR-SOL-0003,Charging Case,2025-09-26,587,43.75,Replaced,Won't power on
WC-00449,LAP-NIM-0002,Display Panel,2025-07-09,564,293.71,Pending,Cracked/damaged
WC-00450,TAB-NIM-0020,Touch Display,2024-07-08,433,136.95,Pending,Unresponsive
WC-00451,LAP-NIM-0012,Motherboard,2024-01-03,713,254.56,Repaired,Overheating
WC-00452,PHN-NIM-0026,Speaker Unit,2024-09-18,468,42.52,Repaired,Won't power on
WC-00453,LAP-ZEN-0013,Motherboard,2026-02-11,42,252.7,Replaced,Won't power on
WC-00454,PHN-NIM-0008,Camera Module,2025-03-17,284,49.21,Pending,Unresponsive
WC-00455,TAB-ZEN-0009,Logic Board,2024-03-17,669,183.66,Repaired,Random shutdowns
WC-00456,PHN-ORB-0004,Logic Board,2025-03-25,613,388.13,Refunded,Battery drains fast
WC-00457,LAP-NIM-0032,Battery,2024-06-15,829,116.4,Refunded,Malfunctioning
WC-00458,WCH-ZEN-0007,Battery,2026-03-26,473,29.82,Replaced,Battery drains fast
WC-00459,TAB-EMB-0011,Battery,2025-07-28,955,45.38,Repaired,Cracked/damaged
WC-00460,LAP-SOL-0017,Battery,2026-05-23,146,85.77,Pending,Battery drains fast
WC-00461,TAB-ORB-0012,Battery,2025-04-28,401,103.97,Pending,Battery drains fast
WC-00462,PHN-ZEN-0002,OLED Display,2024-07-09,967,229.63,Repaired,Cracked/damaged
WC-00463,PHN-VOR-0032,Speaker Unit,2025-01-16,243,46.01,Repaired,Unresponsive
WC-00464,WCH-ZEN-0007,Battery,2025-04-01,721,63.47,Pending,Malfunctioning
WC-00465,WCH-VOR-0017,Strap/Band,2025-07-05,682,41.37,Repaired,Cracked/damaged
WC-00466,LAP-VOR-0016,Keyboard Assembly,2026-05-04,354,39.51,Pending,Overheating
WC-00467,PHN-ZEN-0023,OLED Display,2026-02-01,488,190.61,Pending,Won't power on
WC-00468,LAP-EMB-0008,Motherboard,2025-02-16,88,256.59,Repaired,Won't power on
WC-00469,WCH-NIM-0001,Battery,2025-06-22,977,38.37,Refunded,Malfunctioning
WC-00470,LAP-ZEN-0034,Motherboard,2024-11-29,997,263.97,Repaired,Not charging
WC-00471,LAP-ZEN-0030,Motherboard,2024-07-25,813,410.27,Refunded,Won't power on
WC-00472,LAP-SOL-0011,Cooling Fan,2024-02-07,697,40.63,Replaced,Won't power on
WC-00473,LAP-ZEN-0031,Cooling Fan,2026-03-08,999,58.18,Pending,Battery drains fast
WC-00474,EAR-ORB-0015,Battery,2024-12-30,873,42.98,Pending,Overheating
WC-00475,LAP-SOL-0011,Motherboard,2025-08-24,51,166.52,Pending,Cracked/damaged
WC-00476,WCH-SOL-0009,Strap/Band,2025-08-07,288,65.45,Pending,Won't power on
WC-00477,LAP-VOR-0035,Motherboard,2024-10-21,363,354.5,Replaced,Battery drains fast
WC-00478,WCH-SOL-0004,Logic Board,2026-04-14,819,60.74,Replaced,Battery drains fast
WC-00479,PHN-SOL-0035,OLED Display,2026-04-08,872,206.08,Replaced,Not charging
WC-00480,PHN-ORB-0011,Logic Board,2024-01-14,413,307.15,Repaired,Malfunctioning
WC-00481,LAP-SOL-0015,Motherboard,2026-05-27,241,243.63,Replaced,Malfunctioning
WC-00482,LAP-ORB-0024,Display Panel,2025-12-11,804,373.2,Repaired,Won't power on
WC-00483,TAB-NIM-0007,Battery,2024-03-25,195,51.42,Refunded,Cracked/damaged
WC-00484,LAP-SOL-0011,Battery,2025-02-04,895,79.46,Repaired,Battery drains fast
WC-00485,PHN-ORB-0031,Battery,2024-07-22,733,58.62,Repaired,Cracked/damaged
WC-00486,TAB-VOR-0017,Touch Display,2025-02-27,225,207.15,Repaired,Not charging
WC-00487,WCH-ORB-0016,Battery,2024-02-12,883,42.46,Repaired,Malfunctioning
WC-00488,PHN-ORB-0011,Logic Board,2025-08-03,409,279.83,Refunded,Random shutdowns
WC-00489,LAP-NIM-0006,Motherboard,2025-05-12,64,506.83,Replaced,Unresponsive
WC-00490,LAP-ZEN-0013,Battery,2024-02-07,754,111.49,Repaired,Malfunctioning
WC-00491,PHN-EMB-0009,Battery,2025-02-08,259,53.01,Refunded,Battery drains fast
WC-00492,LAP-VOR-0035,RAM Module,2024-06-25,474,144.9,Replaced,Not charging
WC-00493,PHN-ZEN-0012,Charging Port,2024-08-11,568,33.39,Refunded,Won't power on
WC-00494,LAP-EMB-0020,Display Panel,2026-01-21,570,233.26,Replaced,Unresponsive
WC-00495,TAB-ZEN-0004,Battery,2026-01-22,688,109.98,Repaired,Battery drains fast
WC-00496,PHN-NIM-0021,Logic Board,2024-06-13,21,413.12,Repaired,Battery drains fast
WC-00497,TAB-ORB-0012,Battery,2024-01-03,848,71.1,Refunded,Overheating
WC-00498,EAR-ZEN-0004,Speaker Driver,2025-02-28,284,26.11,Replaced,Not charging
WC-00499,LAP-EMB-0003,Motherboard,2026-01-25,623,192.47,Repaired,Random shutdowns
WC-00500,TAB-ZEN-0005,Battery,2025-04-28,483,80.04,Pending,Overheating
WC-00501,PHN-SOL-0030,Logic Board,2024-05-05,980,402.81,Replaced,Won't power on
WC-00502,TAB-EMB-0011,Charging Port,2024-11-23,203,39.54,Pending,Random shutdowns
WC-00503,PHN-ORB-0011,OLED Display,2025-11-04,31,149.05,Refunded,Random shutdowns
WC-00504,LAP-SOL-0007,Motherboard,2026-02-26,133,240.16,Repaired,Malfunctioning
WC-00505,LAP-VOR-0009,Cooling Fan,2024-10-11,973,29.12,Replaced,Malfunctioning
WC-00506,TAB-VOR-0008,Logic Board,2024-08-27,274,292.67,Repaired,Overheating
WC-00507,TAB-EMB-0001,Speaker Unit,2024-05-19,899,40.87,Repaired,Unresponsive
WC-00508,TAB-SOL-0019,Touch Display,2025-05-20,562,221.69,Repaired,Overheating
WC-00509,TAB-EMB-0011,Logic Board,2025-02-04,93,310.6,Refunded,Random shutdowns
WC-00510,PHN-VOR-0007,OLED Display,2024-08-12,80,300.33,Replaced,Random shutdowns
WC-00511,PHN-NIM-0026,Logic Board,2025-08-11,594,532.92,Replaced,Cracked/damaged
WC-00512,PHN-VOR-0003,Logic Board,2024-09-03,972,187.1,Refunded,Cracked/damaged
WC-00513,LAP-VOR-0009,Motherboard,2026-01-17,420,159.32,Repaired,Won't power on
WC-00514,PHN-SOL-0030,Charging Port,2024-11-02,793,22.75,Pending,Battery drains fast
WC-00515,TAB-ZEN-0005,Charging Port,2024-08-24,456,38.03,Replaced,Battery drains fast
WC-00516,LAP-VOR-0016,Cooling Fan,2026-03-16,452,46.08,Refunded,Malfunctioning
WC-00517,PHN-SOL-0030,Speaker Unit,2026-03-30,770,37.76,Pending,Won't power on
WC-00518,LAP-ORB-0028,Motherboard,2025-04-02,524,278.69,Pending,Overheating
WC-00519,PHN-VOR-0007,Charging Port,2025-06-29,869,20.83,Pending,Random shutdowns
WC-00520,LAP-ZEN-0013,Motherboard,2024-03-13,917,183.57,Refunded,Battery drains fast
WC-00521,LAP-ORB-0024,Keyboard Assembly,2025-05-27,298,66.75,Repaired,Battery drains fast
WC-00522,LAP-ZEN-0014,Motherboard,2024-01-19,656,213.39,Refunded,Overheating
WC-00523,WCH-VOR-0017,Battery,2024-12-26,812,54.26,Pending,Won't power on
WC-00524,PHN-SOL-0010,Logic Board,2024-06-01,150,546.93,Repaired,Malfunctioning
WC-00525,PHN-SOL-0035,Battery,2024-12-04,409,57.08,Replaced,Unresponsive
WC-00526,LAP-SOL-0019,Motherboard,2024-12-08,721,132.37,Replaced,Not charging
WC-00527,WCH-SOL-0002,Logic Board,2025-01-17,441,100.06,Refunded,Unresponsive
WC-00528,LAP-VOR-0018,Motherboard,2024-10-09,543,230.64,Refunded,Overheating
WC-00529,LAP-ORB-0005,Motherboard,2025-05-13,775,313.34,Repaired,Battery drains fast
WC-00530,PHN-NIM-0026,Logic Board,2026-03-25,901,269.31,Refunded,Random shutdowns
WC-00531,LAP-EMB-0008,Keyboard Assembly,2024-04-30,799,57.75,Repaired,Battery drains fast
WC-00532,LAP-ZEN-0031,Cooling Fan,2024-03-21,927,66.93,Repaired,Battery drains fast
WC-00533,WCH-VOR-0008,Logic Board,2024-05-09,66,181.29,Repaired,Battery drains fast
WC-00534,LAP-ZEN-0013,Cooling Fan,2026-06-02,631,31.7,Pending,Won't power on
WC-00535,PHN-ORB-0011,Battery,2024-04-20,422,52.45,Repaired,Not charging
WC-00536,WCH-EMB-0010,Sensor Module,2026-05-31,123,45.47,Replaced,Not charging
WC-00537,PHN-SOL-0010,Battery,2026-06-11,666,39.33,Repaired,Battery drains fast
WC-00538,PHN-ORB-0031,Logic Board,2024-05-16,496,219.52,Refunded,Not charging
WC-00539,TAB-ZEN-0005,Battery,2024-10-19,868,65.16,Refunded,Battery drains fast
WC-00540,EAR-SOL-0006,Battery,2024-03-11,250,34.79,Refunded,Random shutdowns
WC-00541,WCH-EMB-0006,Display,2024-05-21,267,68.61,Pending,Overheating
WC-00542,LAP-VOR-0009,Motherboard,2024-04-17,336,147.35,Repaired,Overheating
WC-00543,TAB-NIM-0020,Touch Display,2024-06-05,301,180.81,Pending,Random shutdowns
WC-00544,TAB-ORB-0012,Battery,2024-03-07,783,84.55,Repaired,Unresponsive
WC-00545,LAP-VOR-0023,SSD Storage,2026-01-28,913,154.93,Refunded,Random shutdowns
WC-00546,LAP-EMB-0020,Keyboard Assembly,2025-10-30,92,106.42,Refunded,Random shutdowns
WC-00547,LAP-SOL-0011,SSD Storage,2026-01-03,729,71.7,Replaced,Battery drains fast
WC-00548,LAP-SOL-0015,Motherboard,2025-08-16,779,324.18,Refunded,Random shutdowns
WC-00549,TAB-ORB-0003,Battery,2024-05-03,424,36.69,Refunded,Won't power on
WC-00550,LAP-NIM-0006,Battery,2024-12-06,900,95.55,Pending,Unresponsive
WC-00551,LAP-SOL-0029,Cooling Fan,2025-09-05,515,28.51,Repaired,Won't power on
WC-00552,TAB-ZEN-0010,Battery,2025-09-17,152,84.9,Replaced,Won't power on
WC-00553,TAB-SOL-0019,Logic Board,2024-03-20,194,214.54,Replaced,Random shutdowns
WC-00554,LAP-NIM-0004,Cooling Fan,2026-03-22,359,53.3,Replaced,Overheating
WC-00555,LAP-EMB-0020,Display Panel,2025-09-13,215,227.74,Replaced,Random shutdowns
WC-00556,LAP-ZEN-0013,SSD Storage,2024-04-13,242,166.5,Replaced,Not charging
WC-00557,WCH-NIM-0005,Logic Board,2024-09-13,764,73.15,Refunded,Battery drains fast
WC-00558,LAP-VOR-0010,RAM Module,2024-02-03,609,89.77,Pending,Won't power on
WC-00559,LAP-EMB-0003,Display Panel,2025-01-12,709,142.19,Pending,Overheating
WC-00560,LAP-SOL-0011,SSD Storage,2024-02-23,611,119.18,Replaced,Overheating
WC-00561,WCH-SOL-0002,Logic Board,2024-01-21,905,93.24,Pending,Battery drains fast
WC-00562,TAB-ZEN-0005,Speaker Unit,2025-10-06,109,23.12,Replaced,Unresponsive
WC-00563,LAP-ORB-0024,Motherboard,2025-01-29,798,263.62,Refunded,Not charging
WC-00564,LAP-VOR-0009,Keyboard Assembly,2024-05-19,871,87.79,Refunded,Unresponsive
WC-00565,EAR-ZEN-0004,Speaker Driver,2024-11-12,87,36.32,Replaced,Not charging
WC-00566,LAP-NIM-0032,Cooling Fan,2024-12-11,646,42.39,Repaired,Malfunctioning
WC-00567,TAB-NIM-0020,Battery,2025-01-08,250,73.33,Replaced,Random shutdowns
WC-00568,PHN-VOR-0032,OLED Display,2024-08-10,543,98.98,Pending,Battery drains fast
